Trait,Trait_Info,Paper_ID,Cohort_ID,Rodent_type,Strain,Shared_Control,F0_Parent_Exposed,Lineage_HFD,Exposure_Type,F2_Diet_at_measurement,Age_Days,Sex,Generation,Mean_Control,SD_Control,SEM_Control,Sample_Size_n_Control,Estimated_or_Exact_sample_control.,Mean_Treatment,SD_Treatment,SEM_Treatment,Sample_Size_n_Treatment,Estimated_or_Exact_sample_treatment..,Source,Group_Label_Paper,yi,vi
Adiposity,Retroperitoneal WAT,Barbosa2016,Barbosa2016mmfO,Rat,SD,4,Male,m-m-f,One off,Standard,84,Female,F2,4.1,0.670820393,0.3,5,Exact,4.1,1.341640786,0.6,5,Exact,Supp Table T4,"GpatCD-CD(Control), GpatHF-CD(Treatment)",0.693147181,0.27676978
Adiposity,Brown Adipose Tissue,Barbosa2016,Barbosa2016mmfO,Rat,SD,5,Male,m-m-m,One off,Standard,84,Male,F2,411.1,141.6817561,40.9,12,Estimate,481.5,125.0540683,36.1,12,Estimate,Supp Table T6,"GpatCD-CD(Control), GpatHF-CD(Treatment)",-0.282906935,0.106428294
Adiposity,Mesenteric White Adipose Tissue,Barbosa2016,Barbosa2016mmfO,Rat,SD,6,Male,m-m-m,One off,Standard,84,Male,F2,5.6,1.732050808,0.5,12,Estimate,5.4,2.078460969,0.6,12,Estimate,Supp Table T6,"GpatCD-CD(Control), GpatHF-CD(Treatment)",0.218689201,0.111226709
Adiposity,Gonadal WAT,Barbosa2016,Barbosa2016mmfO,Rat,SD,7,Male,m-m-m,One off,Standard,84,Male,F2,9.2,3.117691454,0.9,12,Estimate,8.9,2.771281292,0.8,12,Estimate,Supp Table T6,"GpatCD-CD(Control), GpatHF-CD(Treatment)",-0.084630828,0.108558822
Adiposity,Retroperitoneal WAT,Barbosa2016,Barbosa2016mmfO,Rat,SD,8,Male,m-m-m,One off,Standard,84,Male,F2,9.41,2.979127389,0.86,12,Estimate,9.66,4.711178197,1.36,12,Estimate,Supp Table T6,"GpatCD-CD(Control), GpatHF-CD(Treatment)",0.432086895,0.119082522
Leptin,Serum,Barbosa2016,Barbosa2016mmfO,Rat,SD,1,Male,m-m-f,One off,Standard,84,Female,F2,10.4,3.968626967,1.5,7,Estimate,6.7,2.645751311,1,7,Estimate,Supp,"GpatCD-CD(Control), GpatHF-CD(Treatment)",0.034233172,0.209745858
Leptin,Serum,Barbosa2016,Barbosa2016mmfO,Rat,SD,2,Male,m-m-m,One off,Standard,84,Male,F2,8.80001,2.645751311,1,18,Estimate,8.8,5.091168825,1.2,18,Estimate,Supp,"GpatCD-CD(Control), GpatHF-CD(Treatment)",0.654553498,0.082440368
Triglycerides,Plasma Triglyceride,Barbosa2016,Barbosa2016mmfO,Rat,SD,1,Male,m-m-f,One off,Standard,84,Female,F2,1.1,0.529150262,0.2,7,Estimate,0.5,0.264575131,0.1,7,Estimate,Supp,"GpatCD-CD(Control), GpatHF-CD(Treatment)",0.09531018,0.239724518
Triglycerides,Plasma Triglyceride,Barbosa2016,Barbosa2016mmfO,Rat,SD,2,Male,m-m-f,One off,Standard,84,Male,F2,1.6,0.848528137,0.2,18,Estimate,1.8,0.848528137,0.2,18,Estimate,Supp,"GpatCD-CD(Control), GpatHF-CD(Treatment)",-0.117783036,0.086794208
Body_Weight,None,deAssis2012,deAssis2012mF2,Rat,SD,1,Female,f-fm-fm-m,One off,Standard,2,Male,F2,8.969697,2.412091,0.7272727,12,Exact,9.94,4.73,1.58,5,Exact,Supp Figure S2,"Con F2(Control), HF F2(Treatment)",0.650261526,0.221768464
Body_Weight,None,deAssis2012,deAssis2012mF3,Rat,SD,2,Female,f-fm-fm-m,One off,Standard,2,Male,F3,8.363636,3.449757,1.0909091,8,Exact,9.58,3.45,1.09,10,Exact,Supp Figure S2,"Con F3(Control), HF F3(Treatment)",-0.15158691,0.161219684
Body_Weight,None,deAssis2012,deAssis2012fF2,Rat,SD,3,Female,f-fm-fm-f,One off,Standard,2,Female,F2,8.848485,1.206045,0.3636364,12,Exact,9.21,4.73,1.58,5,Exact,Supp Figure S2,"Con F2(Control), HF F2(Treatment)",1.406080654,0.224753959
Body_Weight,None,deAssis2012,deAssis2012fF3,Rat,SD,4,Female,f-fm-fm-f,One off,Standard,2,Female,F3,7.757576,2.299838,0.7272727,8,Exact,8.85,2.68,0.85,10,Exact,Supp Figure S2,"Con F3(Control), HF F3(Treatment)",0.005357548,0.147140741
Body_Weight,None,Dunn2011,Dunn2011fmfm,Mouse,C57BL/6,1,Female,f-m-f-m,One off,Standard,140,Male,F3,26.15384615,1.480460834,0.604395604,6,Estimate,25.22,0.67,0.27,6,Estimate,Fig 3,Male chow (Control) 3hf(maternal)male (treatment),-0.756472051,0.200651664
Body_Weight,None,Dunn2011,Dunn2011fmmm,Mouse,C57BL/6,1,Female,f-m-m-m,One off,Standard,140,Male,F3,26.15384615,1.480460834,0.604395604,6,Estimate,26.26,1.08,0.44,6,Estimate,Fig 3,Male chow (Control) 3hf(paternal)male (treatment),-0.319442981,0.200815945
Body_Weight,None,Dunn2011,Dunn2011fmff,Mouse,C57BL/6,2,Female,f-m-f-f,One off,Standard,140,Female,F3,22.45614035,0.644602564,0.263157895,6,Estimate,22.72,0.64,0.26,6,Estimate,Fig 3,Female chow (Control) 3hf(maternal)female (treatment),-0.018847275,0.200269578
Body_Weight,None,Dunn2011,Dunn2011fmmf,Mouse,C57BL/6,2,Female,f-m-m-f,One off,Standard,140,Female,F3,22.45614035,0.644602564,0.263157895,6,Estimate,23.55,1.4,0.57,6,Estimate,Fig 3,Female chow (Control) 3hf(paternal)female (treatment),0.728031837,0.20072634
Body_Weight,None,Dunn2011,Dunn2011fmfm,Mouse,C57BL/6,1,Female,f-m-f-m,One off,Standard,21,Male,F3,9.84375,1.530931089,0.625,6,Estimate,10,1.15,0.47,6,Estimate,Fig 3,Male chow (Control) 3hf(maternal)male (treatment),-0.30186252,0.206235409
Body_Weight,None,Dunn2011,Dunn2011fmmm,Mouse,C57BL/6,1,Female,f-m-m-m,One off,Standard,21,Male,F3,9.84375,1.530931089,0.625,6,Estimate,10.47,1.53,0.62,6,Estimate,Fig 3,Male chow (Control) 3hf(paternal)male (treatment),-0.062285659,0.207590326
Body_Weight,None,Dunn2011,Dunn2011fmff,Mouse,C57BL/6,2,Female,f-m-f-f,One off,Standard,21,Female,F3,9.189189189,1.32404851,0.540540541,6,Estimate,9.46,0.99,0.41,6,Estimate,Fig 3,Female chow (Control) 3hf(maternal)female (treatment),-0.31978911,0.205285519
Body_Weight,None,Dunn2011,Dunn2011fmmf,Mouse,C57BL/6,2,Female,f-m-m-f,One off,Standard,21,Female,F3,9.189189189,1.32404851,0.540540541,6,Estimate,9.86,0.99,0.41,6,Estimate,Fig 3,Female chow (Control) 3hf(paternal)female (treatment),-0.361202895,0.205140424
Glucose,GTT,Dunn2011,Dunn2011fmfm,Mouse,C57BL/6,1,Female,f-m-f-m,One off,Standard,140,Male,F3,24363.76404,4773.628267,2134.831461,5,Estimate,19061.79775,3062.031289,1369.382022,5,Estimate,Fig4,Male chow (Control) 3hf(maternal)male (treatment),-0.198617409,0.262838682
Glucose,GTT,Dunn2011,Dunn2011fmmm,Mouse,C57BL/6,1,Female,f-m-m-m,One off,Standard,140,Male,F3,24363.76404,4773.628267,2134.831461,5,Estimate,19125,2622.355002,1172.752809,5,Estimate,Fig4,Male chow (Control) 3hf(paternal)male (treatment),-0.35693332,0.261438021
Glucose,GTT,Dunn2011,Dunn2011fmff,Mouse,C57BL/6,2,Female,f-m-f-f,One off,Standard,140,Female,F3,19806.62983,2890.828214,1292.81768,5,Estimate,17129.83425,3724.720968,1665.745856,5,Estimate,Fig4,Female chow (Control) 3hf(maternal)female (treatment),0.398643986,0.26371651
Glucose,GTT,Dunn2011,Dunn2011fmmf,Mouse,C57BL/6,2,Female,f-m-m-f,One off,Standard,140,Female,F3,19806.62983,2890.828214,1292.81768,5,Estimate,18248.61878,2538.740162,1135.359116,5,Estimate,Fig4,Female chow (Control) 3hf(paternal)female (treatment),-0.047947754,0.258131281
Insulin,ITT,Dunn2011,Dunn2011fmfm,Mouse,C57BL/6,1,Female,f-m-f-m,One off,Standard,140,Male,F3,115.4299065,21.75464266,9.728971963,5,Estimate,100.7102804,14.73297125,6.588785047,5,Estimate,NA,Male chow (Control) 3hf(maternal)male (treatment),-0.253323674,0.261384096
Insulin,ITT,Dunn2011,Dunn2011fmfm,Mouse,C57BL/6,1,Female,f-m-f-m,One off,Standard,140,Male,F3,115.4299065,21.75464266,9.728971963,5,Estimate,96.95327103,12.09984448,5.411214953,5,Estimate,NA,Male chow (Control) 3hf(maternal)male (treatment),-0.412200236,0.260218953
Insulin,ITT,Dunn2011,Dunn2011fmfm,Mouse,C57BL/6,1,Female,f-m-f-m,One off,Standard,140,Male,F3,104.9918919,7.723499663,3.454054054,5,Estimate,112.9216216,17.07872461,7.637837838,5,Estimate,NA,Male chow (Control) 3hf(maternal)male (treatment),0.720755092,0.255657251
Insulin,ITT,Dunn2011,Dunn2011fmfm,Mouse,C57BL/6,1,Female,f-m-f-m,One off,Standard,140,Male,F3,104.9918919,7.723499663,3.454054054,5,Estimate,100.6864865,11.47646781,5.132432432,5,Estimate,NA,Male chow (Control) 3hf(maternal)male (treatment),0.437902608,0.253680686
Body_Weight,None,Fullston2012,Fullston2012mmm,Mouse,C57BL/6,1,Male,m-m-m,One off,Standard,119,Male,F2,33.2,1.499066376,0.53,8,Exact,33.8,5.2,1.84,8,Exact,Table III,F2 malesF0CD (Control) F2malesF0HFD (Treatment),1.225905201,0.146070567
Body_Weight,None,Fullston2012,Fullston2012mmf,Mouse,C57BL/6,2,Male,m-m-f,One off,Standard,119,Female,F2,29.8,2.743574311,0.97,8,Exact,29.4,1.75,0.62,8,Exact,Table III,F2 femalesF0CD (Control) F2 femalesF0HFD (Treatment),-0.436132056,0.144359553
Body_Weight,None,Fullston2012,Fullston2012mfm,Mouse,C57BL/6,3,Male,m-f-m,One off,Standard,119,Male,F2,32.8,2.347594514,0.83,8,Exact,36.2,1.98,0.7,8,Exact,Table IV,F2 malesF0CD (Control) F2malesF0HFD (Treatment),-0.268924952,0.143871438
Body_Weight,None,Fullston2012,Fullston2012mff,Mouse,C57BL/6,4,Male,m-f-f,One off,Standard,119,Female,F2,27.9,1.979898987,0.7,8,Exact,29,3.14,1.11,8,Exact,Table IV,F2 femalesF0CD (Control) F2 femalesF0HFD (Treatment),0.422507832,0.144952089
Body_Weight,None,Gniuli2008,Gniuli2008O,Mouse,Swiss,1,Female,f-f-fm,One off,Standard,60,Both,F2,28.3,25.93067681,8.2,10,Estimate,23.2,16.13,5.1,10,Estimate,Table 1,"CF2C(Control), HFF2C(Treatment)",-0.276036283,0.243406164
Insulin,ITT,Gniuli2008,Gniuli2008O,Mouse,Swiss,1,Female,f-f-fm,One off,Standard,60,Both,F2,1264.957265,444.4444444,140.5456738,10,Estimate,820.5128205,205.1282051,64.86723405,10,Estimate,NA,"CF2C(Control), HFF2C(Treatment)",-0.340325806,0.129705888
Body_Weight,None,Graus-Nunes2015,Graus-Nunes2015,Mouse,C57BL/6,1,Female,f-f-m,One off,Standard,90,Male,F2,24.65,0.894427191,0.4,5,Exact,26.01,1.050951949,0.47,5,Exact,Table 2,F2SC (Control) F2HF (Treatment),0.107563968,0.250589845
Glucose,GTT,Graus-Nunes2015,Graus-Nunes2015,Mouse,C57BL/6,1,Female,f-f-m,One off,Standard,90,Male,F2,15825.8427,1221.043862,546.0674157,5,Exact,17548.31461,1522.536173,680.8988764,5,Exact,Fig 3,F2SC (Control) F2HF (Treatment),0.117357668,0.252696128
Insulin,Fasting_Insulin,Graus-Nunes2015,Graus-Nunes2015,Mouse,C57BL/6,1,Female,f-f-m,One off,Standard,90,Male,F2,4.47,1.252198067,0.56,5,Exact,6.71,0.290688837,0.13,5,Exact,Table 2,F2SC (Control) F2HF (Treatment),-1.866612876,0.266070343
Leptin,Plasma,Graus-Nunes2015,Graus-Nunes2015,Mouse,C57BL/6,1,Female,f-f-m,One off,Standard,90,Male,F2,0.647,0.067082039,0.03,5,Exact,0.83,0.089442719,0.04,5,Exact,Table 2,F2SC (Control) F2HF (Treatment),0.038602666,0.254472521
Body_Weight,None,Hanafi2015,Hanafi2015fmm,Rat,Wistar,1,Female,f-m-m,One off,Standard,210,Male,F2,433.3333333,168.3587574,23.80952381,50,Exact,441.35,251.57,35.58,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1M(Treatment)",0.383293161,0.029925148
Body_Weight,None,Hanafi2015,Hanafi2015ffm,Rat,Wistar,1,Female,f-f-m,One off,Standard,210,Male,F2,433.3333333,168.3587574,23.80952381,50,Exact,428.57,291.82,41.27,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1F(Treatment)",0.56109318,0.032700043
Body_Weight,None,Hanafi2015,Hanafi2015fmf,Rat,Wistar,2,Female,f-m-f,One off,Standard,210,Female,F2,257.1428571,235.7022604,33.33333333,50,Exact,244.23,251.57,35.58,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1M(Treatment)",0.116673271,0.058432214
Body_Weight,None,Hanafi2015,Hanafi2015fff,Rat,Wistar,2,Female,f-f-f,One off,Standard,210,Female,F2,257.1428571,235.7022604,33.33333333,50,Exact,265.08,246.93,34.92,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1F(Treatment)",0.016135623,0.054566971
Body_Weight,None,Hanafi2015,Hanafi2015fmm,Rat,Wistar,1,Female,f-m-m,One off,Standard,70,Male,F2,261.6666667,129.6362432,18.33333333,50,Exact,279.1,168.86,23.88,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1M(Treatment)",0.199838859,0.032637975
Body_Weight,None,Hanafi2015,Hanafi2015ffm,Rat,Wistar,1,Female,f-f-m,One off,Standard,70,Male,F2,261.6666667,129.6362432,18.33333333,50,Exact,254.1,197.06,27.87,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1F(Treatment)",0.448119391,0.037345755
Body_Weight,None,Hanafi2015,Hanafi2015fmf,Rat,Wistar,2,Female,f-m-f,One off,Standard,70,Female,F2,175,164.9915823,23.33333333,50,Exact,164.68,175.9,24.88,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1M(Treatment)",0.124802973,0.061004066
Body_Weight,None,Hanafi2015,Hanafi2015fff,Rat,Wistar,2,Female,f-f-f,One off,Standard,70,Female,F2,175,164.9915823,23.33333333,50,Exact,177.05,162.29,22.95,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1F(Treatment)",-0.028155803,0.054990289
Body_Weight,None,Hanafi2015,Hanafi2015fmm,Rat,Wistar,1,Female,f-m-m,One off,Standard,105,Male,F2,316.6666667,176.7766953,25,50,Exact,327.86,147.75,20.9,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1M(Treatment)",-0.214102663,0.030702553
Body_Weight,None,Hanafi2015,Hanafi2015ffm,Rat,Wistar,1,Female,f-f-m,One off,Standard,105,Male,F2,316.6666667,176.7766953,25,50,Exact,321.31,255.02,36.07,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1F(Treatment)",0.351897953,0.039239674
Body_Weight,None,Hanafi2015,Hanafi2015fmf,Rat,Wistar,2,Female,f-m-f,One off,Standard,105,Female,F2,193.3333333,212.1320344,30,50,Exact,186.57,232.18,32.84,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1M(Treatment)",0.125913359,0.075460548
Body_Weight,None,Hanafi2015,Hanafi2015fff,Rat,Wistar,2,Female,f-f-f,One off,Standard,105,Female,F2,193.3333333,212.1320344,30,50,Exact,191.8,220.25,31.15,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1F(Treatment)",0.045517032,0.07085995
Body_Weight,None,Hanafi2015,Hanafi2015fmm,Rat,Wistar,1,Female,f-m-m,One off,Standard,35,Male,F2,113.5133044,105.3228301,14.89489748,50,Exact,111.67,166.58,23.56,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1M(Treatment)",0.474817425,0.082130488
Body_Weight,None,Hanafi2015,Hanafi2015ffm,Rat,Wistar,1,Female,f-f-m,One off,Standard,35,Male,F2,113.5133044,105.3228301,14.89489748,50,Exact,134.37,63.19,8.94,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1F(Treatment)",-0.679561284,0.042049168
Body_Weight,None,Hanafi2015,Hanafi2015fmf,Rat,Wistar,2,Female,f-m-f,One off,Standard,35,Female,F2,92.66044792,84.25826409,11.91591798,50,Exact,101.6,168.52,23.83,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1M(Treatment)",0.601065961,0.091968679
Body_Weight,None,Hanafi2015,Hanafi2015fff,Rat,Wistar,2,Female,f-f-f,One off,Standard,35,Female,F2,92.66044792,84.25826409,11.91591798,50,Exact,99.89,104.11,14.72,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1F(Treatment)",0.136433511,0.058671079
Glucose,FBG,Hanafi2015,Hanafi2015fmm,Rat,Wistar,1,Female,f-m-m,One off,Standard,210,Male,F2,91,10,3.16227766,10,Exact,93,14,NA,10,Exact,Table4,"F2-CF1 (Control), F2-OF1M(Treatment)",0.31473225,0.114584853
Glucose,FBG,Hanafi2015,Hanafi2015ffm,Rat,Wistar,1,Female,f-f-m,One off,Standard,210,Male,F2,91,10,3.16227766,10,Exact,102,16,NA,10,Exact,Table4,"F2-CF1 (Control), F2-OF1F(Treatment)",0.355890322,0.114779287
Glucose,FBG,Hanafi2015,Hanafi2015fmf,Rat,Wistar,2,Female,f-m-f,One off,Standard,210,Female,F2,96,10,3.16227766,10,Exact,93,14,NA,10,Exact,Table4,"F2-CF1 (Control), F2-OF1M(Treatment)",0.368220935,0.114462338
Glucose,FBG,Hanafi2015,Hanafi2015fff,Rat,Wistar,2,Female,f-f-f,One off,Standard,210,Female,F2,96,10,3.16227766,10,Exact,106,16,NA,10,Exact,Table4,"F2-CF1 (Control), F2-OF1F(Treatment)",0.370912727,0.114474571
Insulin,Fasting_Insulin,Hanafi2015,Hanafi2015fmm,Rat,Wistar,1,Female,f-m-m,One off,Standard,210,Male,F2,0.34,0.063245553,0.02,10,Exact,0.33,0.063245553,0.02,10,Exact,Table4,"F2-CF1 (Control), F2-OF1M(Treatment)",0.029852963,0.118244413
Insulin,Fasting_Insulin,Hanafi2015,Hanafi2015ffm,Rat,Wistar,1,Female,f-f-m,One off,Standard,210,Male,F2,0.34,0.063245553,0.02,10,Exact,0.33,0.075894664,0.024,10,Exact,Table4,"F2-CF1 (Control), F2-OF1F(Treatment)",0.212174525,0.119860575
Insulin,Fasting_Insulin,Hanafi2015,Hanafi2015fmf,Rat,Wistar,2,Female,f-m-f,One off,Standard,210,Female,F2,0.36,0.066407831,0.021,10,Exact,0.35,0.075894664,0.024,10,Exact,Table4,"F2-CF1 (Control), F2-OF1M(Treatment)",0.16170227,0.11921593
Insulin,Fasting_Insulin,Hanafi2015,Hanafi2015fff,Rat,Wistar,2,Female,f-f-f,One off,Standard,210,Female,F2,0.36,0.066407831,0.021,10,Exact,0.38,0.126491106,0.04,10,Exact,Table4,"F2-CF1 (Control), F2-OF1F(Treatment)",0.59028979,0.125594221
Body_Weight,None,King2013,King2013fmm,Mouse,C57BL/6,1,Female,f-m-m,One off,Standard,0,Male,F2,1.34,0.121655251,0.02,37,Exact,1.27,0.1,0.02,26,Exact,Table 2,mCON/pCON (Control) m/CON/pDIO (Treatment),-0.136257223,0.034350118
Body_Weight,None,King2013,King2013fmm,Mouse,C57BL/6,2,Female,f-m-m,One off,Standard,21,Male,F2,10.31,0.862322445,0.26,11,Exact,10.28,0.13,0.04,10,Exact,Table 2,mCON/pCON (Control) m/CON/pDIO (Treatment),-1.883625223,0.106207507
Body_Weight,None,King2013,King2013fmm,Mouse,C57BL/6,3,Female,f-m-m,One off,Standard,180,Male,F2,34.76,2.089473618,0.63,11,Exact,34.43,3.64,1.15,10,Exact,Table 2,mCON/pCON (Control) m/CON/pDIO (Treatment),0.570166083,0.107001754
Body_Weight,None,King2013,King2013fmf,Mouse,C57BL/6,4,Female,f-m-f,One off,Standard,0,Female,F2,1.31,0.129614814,0.02,42,Exact,1.27,0.11,0.02,29,Exact,Table 2,mCON/pCON (Control) m/CON/pDIO (Treatment),-0.12741446,0.030544042
Body_Weight,None,King2013,King2013fmf,Mouse,C57BL/6,5,Female,f-m-f,One off,Standard,21,Female,F2,9.97,1.043551628,0.33,10,Exact,9.72,1.16,0.41,8,Exact,Table 2,mCON/pCON (Control) m/CON/pDIO (Treatment),0.147058064,0.129859992
Body_Weight,None,King2013,King2013fmf,Mouse,C57BL/6,6,Female,f-m-f,One off,Standard,180,Female,F2,27.1,2.972541001,0.94,10,Exact,26.1,1.75,0.62,8,Exact,Table 2,mCON/pCON (Control) m/CON/pDIO (Treatment),-0.476329926,0.128749229
Body_Weight,None,King2013,King2013ffm,Mouse,C57BL/6,1,Female,f-f-m,One off,Standard,0,Male,F2,1.34,0.121655251,0.02,37,Exact,1.26,0.11,0.02,31,Exact,Table 2,mCON/pCON (Control) mDIO/pCON (Treatment),-0.036375197,0.031024179
Body_Weight,None,King2013,King2013ffm,Mouse,C57BL/6,2,Female,f-f-m,One off,Standard,21,Male,F2,10.31,0.862322445,0.26,11,Exact,9.83,0.9,0.25,13,Exact,Table 2,mCON/pCON (Control) mDIO/pCON (Treatment),0.082107527,0.09294744
Body_Weight,None,King2013,King2013ffm,Mouse,C57BL/6,3,Female,f-f-m,One off,Standard,180,Male,F2,34.76,2.089473618,0.63,11,Exact,37.05,2.6,0.72,13,Exact,Table 2,mCON/pCON (Control) mDIO/pCON (Treatment),0.146464884,0.092373971
Body_Weight,None,King2013,King2013fff,Mouse,C57BL/6,4,Female,f-f-f,One off,Standard,0,Female,F2,1.31,0.129614814,0.02,42,Exact,1.31,0.11,0.02,30,Exact,Table 2,mCON/pCON (Control) mDIO/pCON (Treatment),-0.15904046,0.029904617
Body_Weight,None,King2013,King2013fff,Mouse,C57BL/6,5,Female,f-f-f,One off,Standard,21,Female,F2,9.97,1.043551628,0.33,10,Exact,9.79,0.9,0.27,11,Exact,Table 2,mCON/pCON (Control) mDIO/pCON (Treatment),-0.135326866,0.107419412
Body_Weight,None,King2013,King2013fff,Mouse,C57BL/6,6,Female,f-f-f,One off,Standard,180,Female,F2,27.1,2.972541001,0.94,10,Exact,26.66,2.49,0.75,11,Exact,Table 2,mCON/pCON (Control) mDIO/pCON (Treatment),-0.166320575,0.107551721
Body_Weight,None,King2013,King2013ffmm,Mouse,C57BL/6,1,Female,f-fm-m,One off,Standard,0,Male,F2,1.34,0.121655251,0.02,37,Exact,1.26,0.12,0.02,34,Exact,Table 2,mCON/pCON (Control) mDIO/pDIO (Treatment),0.049121029,0.029529944
Body_Weight,None,King2013,King2013ffmm,Mouse,C57BL/6,2,Female,f-fm-m,One off,Standard,21,Male,F2,10.31,0.862322445,0.26,11,Exact,9.97,1.23,0.39,10,Exact,Table 2,mCON/pCON (Control) mDIO/pDIO (Treatment),0.394229451,0.107713533
Body_Weight,None,King2013,King2013ffmm,Mouse,C57BL/6,3,Female,f-fm-m,One off,Standard,180,Male,F2,34.76,2.089473618,0.63,11,Exact,35.32,3,0.95,10,Exact,Table 2,mCON/pCON (Control) mDIO/pDIO (Treatment),0.351273592,0.106605487
Body_Weight,None,King2013,King2013ffmf,Mouse,C57BL/6,4,Female,f-fm-f,One off,Standard,0,Female,F2,1.31,0.129614814,0.02,42,Exact,1.23,0.11,0.02,28,Exact,Table 2,mCON/pCON (Control) mDIO/pDIO (Treatment),-0.094750353,0.031232366
